"ClaimId","ClaimNumber","ClaimDispositionSequence","BusinessUnit","ClaimType","ProductIdentification1","ProductIdentification2","MaterialSource","Heat","ProductType","SteelFamily","SteelType","SteelGradeASTMAISI","Finish","MaterialGaugeOrDiameter","MaterialWidthOrLegLength","MaterialLength","CustomerNumber","FormatMinGaugeOrDiameter","FormatMinWidthOrLegLength","FormatMaxWidthOrLegLength","FormatMinWeight","FormatMaxWeight","OriginalShippedWeight","OriginalShipQuality","ClaimDispositionStatus","TotalWeightClaimed","CustomerClaimDefect","CustomerClaimDefectDesc","CustomerClaimDefectWeight","NASIdentifiedDefect","NASIdentifiedDefectDesc","NASIdentifiedDefectWeight","AreaofResponsibilityDefect","AreaofResponsibilityDefectDesc","AreaofResponsibilityDefectWeigh","CustomerDefectOrigin","CustomerDefectGroup","CustomerDefectGroupDesc","TotalReturnInventoryWeight","TotalScrapAtCustomerWeight","TotalSell3rdPartyWeight","TotalCustomerCreditWeight","LastInspectionLine","LastInspectionMachine"
3933,72782,1,"X","T","01AB0N ","BB    ","F","AB0N  ","C","L",602,"201LN         ",22,"0.12","0","120","b7ed2c4eb3ca651581d6fb635196e665","0.115","0.125","60.125","3000","3500","3304","1","Q","236","FF55","POOR ANNEALING                                    ","236",8,"Operation Defect                                  ",236,"F022","Line 3310                                         ","236","CM ","A25","Annealing Issues         ","236","0","0","0",4122,"     "
3934,72783,1,"X","T","01AB0N ","BEAD  ","F","AB0N  ","C","L",602,"201LN         ",22,"0.12","0","120","b7ed2c4eb3ca651581d6fb635196e665","0.115","0.125","60.125","3000","3500","3304","1","Q","3304","FF55","POOR ANNEALING                                    ","3304",8,"Operation Defect                                  ",3304,"F022","Line 3310                                         ","3304","CM ","A25","Annealing Issues         ","3304","0","0","0",4122,"     "
3935,72784,1,"X","T","01AB0N ","BEAC  ","F","AB0N  ","C","L",602,"201LN         ",22,"0.12","0","120","b7ed2c4eb3ca651581d6fb635196e665","0.115","0.125","60.125","3000","3500","3304","1","Q","3068","FF55","POOR ANNEALING                                    ","3068",8,"Operation Defect                                  ",3068,"F022","Line 3310                                         ","3068","CM ","A25","Annealing Issues         ","3068","0","0","0",4122,"     "
3936,72785,1,"X","T","01AB0N ","BEAA  ","F","AB0N  ","C","L",602,"201LN         ",22,"0.12","0","120","b7ed2c4eb3ca651581d6fb635196e665","0.115","0.125","60.125","3000","3500","3300","1","Q","2538","FF55","POOR ANNEALING                                    ","2538",8,"Operation Defect                                  ",2538,"F022","Line 3310                                         ","2538","CM ","A25","Annealing Issues         ","2538","0","0","0",4122,"     "
3937,72786,1,"X","T","01AB0N ","BEAB  ","F","AB0N  ","C","L",602,"201LN         ",22,"0.12","0","120","b7ed2c4eb3ca651581d6fb635196e665","0.115","0.125","60.125","3000","3500","3302","1","Q","3302","FF55","POOR ANNEALING                                    ","3302",8,"Operation Defect                                  ",3302,"F022","Line 3310                                         ","3302","CM ","A25","Annealing Issues         ","3302","0","0","0",4122,"     "
3938,72787,1,"X","T","01AB0N ","BC    ","F","AB0N  ","C","L",602,"201LN         ",22,"0.12","0","120","b7ed2c4eb3ca651581d6fb635196e665","0.115","0.125","60.125","3000","3500","3308","1","Q","3308","FF55","POOR ANNEALING                                    ","3308",8,"Operation Defect                                  ",3308,"F022","Line 3310                                         ","3308","CM ","A25","Annealing Issues         ","3308","0","0","0",4122,"     "
3939,72788,1,"F","T","02Y63A ","B     ","F","Y63A  ","B","B",127,"304",71,"0.0157","36","0","7279e8697839520844b82317c8fae6a9","0.0147","0.0167","36.0625","15000","30000","21310","1A","C","1550","FS55","Dents from Slitter #2                             ","1550",8,"Operation Defect                                  ",1550,"F027","Line 4320                                         ","1550","CM ","B20","Dents                    ","0","1550","0","0",4320,"     "
3940,72789,1,"F","T","05Y70L ","A     ","F","Y70L  ","B","B",127,"304",71,"0.0157","36","0","7279e8697839520844b82317c8fae6a9","0.0147","0.0167","36.0625","15000","30000","16320","1A","C","1374","FS55","Dents from Slitter #2                             ","1374",8,"Operation Defect                                  ",1374,"F027","Line 4320                                         ","1374","CM ","B20","Dents                    ","0","1374","0","0",4320,"     "
3941,72790,1,"F","T","04X30J ","A     ","F","X30J  ","B","B",127,"304",71,"0.0157","36.64","0","7279e8697839520844b82317c8fae6a9","0.0147","0.0167","38","15000","30000","20335","1A","C","1141","FP45","MANDREL MARKS                                     ","1141",8,"Operation Defect                                  ",1141,"F047","Line 4330                                         ","1141","CM ","C05","Mandrel Marks            ","0","1141","0","0",4330,"     "
3942,72790,2,"F","T","04X30J ","A     ","F","X30J  ","B","B",127,"304",71,"0.0157","36.64","0","7279e8697839520844b82317c8fae6a9","0.0147","0.0167","38","15000","30000","20335","1A","C","2690","FJ44","ALCALI STAINS                                     ","2690",8,"Operation Defect                                  ",2690,"F063","Line 3410                                         ","2690","CM ","F13","Stains - AP              ","0","2690","0","0",4330,"     "
3943,72791,1,"F","T","08Y72Y ","B     ","F","Y72Y  ","B","B",127,"304",71,"0.0157","36","0","7279e8697839520844b82317c8fae6a9","0.0147","0.0167","36.0625","15000","30000","20090","1A","O","0","    ","                                                  ","0",999,"                                                  ",0,"    ","                                                  ","0","   ","   ","                         ","0","0","0","0",4320,"     "
3944,72792,1,"F","T","01AH3H ","A     ","F","AH3H  ","B","B",150,"304L          ",22,"0.061","61.4511","0","b8e9acebf18ada68b0776739b29c12c0","0.059","0.063","62","28000","44000","36220","1A","C","1016","FH50","WORK ROLL STOP FROM Z.M.                          ","1016",8,"Operation Defect                                  ",1016,"F045","Line 3650                                         ","1016","CM ","D10","Roll Mark                ","0","1016","0","0",3310,"     "
3945,72793,1,"F","T","02AF9K ","      ","F","AF9K  ","B","B",127,"304",22,"0.031","49.2","0","b8e9acebf18ada68b0776739b29c12c0","0.0295","0.0335","50","33500","48000","44700","1A","C","136","FH50","WORK ROLL STOP FROM Z.M.                          ","136",1,"Defect Not Seen                                   ",136,"F045","Line 3650                                         ","136","CM ","D10","Roll Mark                ","0","136","0","0",3330,"     "
3946,72794,1,"F","T","05Y48H ","C     ","F","Y48H  ","B","E",601,"201",22,"0.028","48","0","5e17c644d21becf7b4b7d85e9f01363f","0.028","0.032","48.0625","10000","15000","37900","5D","C","3285","FK03","PAPER WRINKLES                                    ","3285",8,"Operation Defect                                  ",3285,"F065","Line 4350                                         ","3285","CM ","C55","Paper Pattern            ","0","3285","0","0",4350,"     "
3947,72795,1,"F","T","02Y65W ","BC    ","F","Y65W  ","B","B",120,"304",22,"0.1305","60","0","5e17c644d21becf7b4b7d85e9f01363f","0.129","0.141","60.125","10000","30000","19350","5A","C","2970","FL41","ROLLED BUGS FROM ANNEALING AND PICKLING           ","2970",8,"Operation Defect                                  ",2970,"F022","Line 3310                                         ","2970","CM ","D20","Rolled Bugs              ","0","2970","0","0",4340,"     "
3948,72796,1,"F","T","07Y51M ","B     ","F","Y51M  ","B","B",127,"304",22,"0.0575","36","0","5e17c644d21becf7b4b7d85e9f01363f","0.057","0.063","36.0625","10000","30000","29270","5A","C","7222","FK03","PAPER WRINKLES                                    ","7222",8,"Operation Defect                                  ",7222,"F049","Line 4340                                         ","7222","CM ","C55","Paper Pattern            ","0","7222","0","0",4340,"     "
3949,72797,1,"F","T","02AA1K ","B     ","F","AA1K  ","B","B",120,"304",22,"0.0575","48","0","5e17c644d21becf7b4b7d85e9f01363f","0.057","0.063","48.0625","10000","30000","22100","5A","C","2145","FF20","PAPER PATTERN - RANDOM / WIDTH                    ","2145",8,"Operation Defect                                  ",2145,"F045","Line 3650                                         ","2145","CM ","C55","Paper Pattern            ","0","2145","0","0",3330,"     "
3950,72798,1,"F","T","04AC1V ","B     ","F","AC1V  ","B","N",808,"409-20        ",22,"0.1163","60","0","5e17c644d21becf7b4b7d85e9f01363f","0.115","0.125","60.125","10000","30000","29670","5A","C","5626","FF68","NO SKIN PASS (GIVE REASON)                        ","5626",8,"Operation Defect                                  ",5626,"F036","Line 4120                                         ","5626","CM ","F35","Without Skinpass         ","0","5626","0","0",4310,"     "
3951,72799,1,"F","T","04AB4D ","B     ","F","AB4D  ","B","E",601,"201",43,"0.0345","36.211","0","679e19234b295ee432a3920c30fda6ac","0.0335","0.0375","36.2215","10000","19999","12720","1A","C","1780","FI48","EMULSION STAINS FROM SKP#2                        ","1780",51,"System Detected / Inspection Missed               ",1780,"F036","Line 4120                                         ","1780","CM ","F12","Stains - SKP             ","1780","0","0","0",4320,"     "
3952,72800,1,"F","T","04AD6E ","C     ","F","AD6E  ","B","C",270,"316L          ",22,"0.182","60","0","0f6ef5c224426ccda69a8f4be965282f","0.18","0.194","60.125","15000","25000","21290","1A","X","0","FH48","Z-MILL PIMPLE TYPE D (11 ZM 1 & 2 - 7 ZM3)      ","0",2,"Wrong Standard                                    ",0,"F024","Line 3620                                         ","0","CM ","D10","Roll Mark                ","0","0","0","0",4210,"     "
3953,72800,2,"F","T","04AD6E ","C     ","F","AD6E  ","B","C",270,"316L          ",22,"0.182","60","0","0f6ef5c224426ccda69a8f4be965282f","0.18","0.194","60.125","15000","25000","21290","1A","C","2300","FT51","SLIPS FROM CS LINE                                ","2300",8,"Operation Defect                                  ",2300,"F028","Line 4210                                         ","2300","CM ","D85","Slip/ Digs               ","2300","0","0","0",4210,"     "
3954,72801,1,"F","T","03X65E ","BA    ","F","X65E  ","B","B",120,"304",22,"0.0345","60","0","34edf37dafe27a88ce39644a1a91750a","0.034","0.038","60.125","15000","20000","15210","1A","C","457","FF51","ROLLED DIGS FROM THE Z-MILL                       ","457",1,"Defect Not Seen                                   ",457,"F023","Line 3610                                         ","457","CM ","D85","Slip/ Digs               ","0","457","0","0",4330,"     "
3955,72802,1,"W","T","02Y73Y ","C     ","F","Y73Y  ","B","C",270,"316L          ",22,"0.12","0","0","34edf37dafe27a88ce39644a1a91750a","0","0","0","0","0","9720","1","C","706","FF68","NO SKIN PASS (GIVE REASON)                        ","706",8,"Operation Defect                                  ",706,"F036","Line 4120                                         ","706","CM ","F35","Without Skinpass         ","0","706","0","0",0,"     "
3956,72803,1,"F","T","04Y85K ","F     ","F","Y85K  ","B","C",270,"316L          ",1,"0.1875","48","0","f82239e2a5a1eba2681fb791911de616","0.1775","0.2075","48.1875","10000","18000","10030","1A","C","889","FP45","MANDREL MARKS                                     ","889",8,"Operation Defect                                  ",889,"F028","Line 4210                                         ","889","CM ","C05","Mandrel Marks            ","0","889","0","0",4210,"     "
3957,72804,1,"W","T","05Y85A ","AD    ","F","Y85A  ","C","C",270,"316L          ",22,"0.036","0","120","0f6ef5c224426ccda69a8f4be965282f","0.034","0.038","48.125","1000","5000","2606","1","C","2606","W005","DENTS - WH PROCESS                                ","2606",8,"Operation Defect                                  ",2606,"W008","WH OPERATIONS                                     ","2606","WH ","W20","Dents WH Process         ","2606","0","0","0",4102,"     "
3958,72805,1,"W","T","05Y85A ","AE    ","F","Y85A  ","C","C",270,"316L          ",22,"0.036","0","120","0f6ef5c224426ccda69a8f4be965282f","0.034","0.038","48.125","1000","5000","2006","1","C","2006","W005","DENTS - WH PROCESS                                ","2006",8,"Operation Defect                                  ",2006,"W008","WH OPERATIONS                                     ","2006","WH ","W20","Dents WH Process         ","2006","0","0","0",4102,"     "
3959,72806,1,"F","T","04Y95C ","C     ","F","Y95C  ","B","F",500,"430",32,"0.0345","60.8","0","679e19234b295ee432a3920c30fda6ac","0.034","0.038","62","8000","12000","17200","1A","C","2136","FJ57","LINE SCRATCHES FROM FINISH LINES                  ","2136",17,"Bottom Side Defect                                ",2136,"F049","Line 4340                                         ","2136","CM ","D55","Scratches                ","2136","0","0","0",4340,"     "
3960,72807,1,"F","T","04AF5K ","A     ","F","AF5K  ","B","B",150,"304L          ",1,"0.272","49","0","1d13d5d330284aeaf5cbf0042dc91005","0.264","0.28","50","15000","45000","29130","1A","Q","1315","F932","Difference in Weight                              ","1315",8,"Operation Defect                                  ",1315,"F028","Line 4210                                         ","1315","VAR","F30","Weight Discrepency       ","0","0","0","1315",4210,"     "
3961,72808,1,"F","T","04AD0V ","BA    ","F","AD0V  ","B","F",501,"430",70,"0.016","28.2402","0","2a455bc1b68b34a7a697413db76d5643","0.0142","0.0172","28.2502","11900","30000","15772","1A","C","2885","FK46","BA FURNACE ROLL STAIN/MARK GRAPHITE ROLL          ","2885",8,"Operation Defect                                  ",2885,"F063","Line 3410                                         ","2885","CM ","D82","SKP Roll Mark - BAL      ","0","2885","0","0",0,"     "
3962,72809,1,"L","T","WF97197","      ","L","AB8K  ","C","B",152,"304L          ",4,"0.37402","0","0","5ccf3955a523c2deba0209dfe28b7be6","0.36802","0.38002","0","3500","5000","4740","1A","C","4740","LB07","Out of tolerance in diameter                      ","4740",8,"Operation Defect                                  ",4740,"L011","Hot Rolling Mill                                  ","4740","   ","L94","OOT Dimensions           ","0","4740","0","0",0,"INSC1"
3963,72810,1,"F","T","01Y61B ","BA    ","F","Y61B  ","B","B",150,"304L          ",22,"0.061","61.4","0","ad179b72434468ffac702ff96360b0aa","0.057","0.063","62","10000","40000","27440","1A","Q","23028","FN44","SLUDGE STAINS  (brown)                            ","23028",17,"Bottom Side Defect                                ",23028,"F022","Line 3310                                         ","23028","CM ","F13","Stains - AP              ","0","4308","18720","0",4220,"     "
3964,72811,1,"X","T","04AA8T ","AB    ","F","AA8T  ","C","A",101,"301",42,"0.0457","0","102","b1adcc620d13b1b09774826e53c9a2a8","0","0","0","0","0","4284","1","O","57","FH10","DENT FROM FOREIGN OBJECT FALLING INTO THE COIL    ","57",1,"Defect Not Seen                                   ",57,"F047","Line 4330                                         ","57","CM ","B20","Dents                    ","57","0","0","0",4152,"     "
3965,72812,1,"X","T","02AA8V ","BAA   ","F","AA8V  ","C","A",101,"301",42,"0.0575","0","99.25","b1adcc620d13b1b09774826e53c9a2a8","0","0","0","0","0","4422","1","O","60","FH50","WORK ROLL STOP FROM Z.M.                          ","60",8,"Operation Defect                                  ",60,"F042","Line 3630                                         ","60","CM ","D10","Roll Mark                ","60","0","0","0",4152,"     "
3966,72813,1,"X","T","06Y83F ","AE    ","F","Y83F  ","C","A",101,"301",42,"0.0457","0","100","b1adcc620d13b1b09774826e53c9a2a8","0","0","0","0","0","3683","1","O","148","FJ57","LINE SCRATCHES FROM FINISH LINES                  ","148",1,"Defect Not Seen                                   ",148,"F047","Line 4330                                         ","148","CM ","D55","Scratches                ","148","0","0","0",4152,"     "
3967,72814,1,"X","T","06AA8T ","AE    ","F","AA8T  ","C","A",101,"301",42,"0.0457","0","86","b1adcc620d13b1b09774826e53c9a2a8","0","0","0","0","0","3575","1","O","97","F947","Pits from Cold Rolling                            ","97",1,"Defect Not Seen                                   ",97,"F041","Line 3330                                         ","97","CM ","C65","Pits                     ","97","0","0","0",4152,"     "
3968,72815,1,"F","T","02Y58J ","C     ","F","Y58J  ","B","B",150,"304L          ",32,"0.03","48","0","ad179b72434468ffac702ff96360b0aa","0.028","0.032","48.0625","12000","21000","20400","1A","Q","2165","FJ57","LINE SCRATCHES FROM FINISH LINES                  ","2165",17,"Bottom Side Defect                                ",2165,"F047","Line 4330                                         ","2165","CM ","D55","Scratches                ","2165","0","0","0",4330,"     "
3969,72816,1,"F","T","04AB4F ","C     ","F","AB4F  ","B","E",601,"201",43,"0.0345","32.487","0","679e19234b295ee432a3920c30fda6ac","0.0335","0.0375","32.503","10000","19999","10050","1D","C","10020","FS55","Dents from Slitter #2                             ","10020",8,"Operation Defect                                  ",10020,"F027","Line 4320                                         ","10020","CM ","B20","Dents                    ","10020","0","0","0",4320,"     "
3970,72817,1,"L","T","WF97385","      ","L","AD8V  ","C","C",273,"316/316L      ",4,"0.59449","0","0","5ccf3955a523c2deba0209dfe28b7be6","0.58749","0.60149","0","3500","5000","4878","1","C","1700","LB01","Laps                                              ","1700",8,"Operation Defect                                  ",1700,"L011","Hot Rolling Mill                                  ","1700","LPH","L61","Laps                     ","0","1700","0","0",0,"INSC1"
3971,72818,1,"X","T","02X73T ","AB    ","F","X73T  ","B","A",101,"301",12,"0.0224","0","0","ee214ea12b9a0e978131f738cbaea445","0","0","0","0","0","5250","1","C","364","FK03","PAPER WRINKLES                                    ","364",1,"Defect Not Seen                                   ",364,"F041","Line 3330                                         ","364","CM ","C55","Paper Pattern            ","364","0","0","0",0,"     "
3972,72819,1,"X","T","04X98M ","AB    ","F","X98M  ","B","A",101,"301",12,"0.0217","0","0","ee214ea12b9a0e978131f738cbaea445","0","0","0","0","0","5680","1","C","772","FJ57","LINE SCRATCHES FROM FINISH LINES                  ","772",1,"Defect Not Seen                                   ",772,"F027","Line 4320                                         ","772","CM ","D55","Scratches                ","772","0","0","0",0,"     "
3973,72820,1,"X","T","04X98M ","AC    ","F","X98M  ","B","A",101,"301",12,"0.0217","0","0","ee214ea12b9a0e978131f738cbaea445","0","0","0","0","0","5680","1","C","5232","FK03","PAPER WRINKLES                                    ","5232",1,"Defect Not Seen                                   ",5232,"F027","Line 4320                                         ","5232","CM ","C55","Paper Pattern            ","5232","0","0","0",0,"     "
3974,72821,1,"X","T","04X98M ","AA    ","F","X98M  ","B","A",101,"301",12,"0.0217","0","0","ee214ea12b9a0e978131f738cbaea445","0","0","0","0","0","5680","1","C","1565","FK03","PAPER WRINKLES                                    ","1565",1,"Defect Not Seen                                   ",1565,"F027","Line 4320                                         ","1565","CM ","C55","Paper Pattern            ","1565","0","0","0",0,"     "
3975,72822,1,"F","T","01X45Y ","B     ","F","X45Y  ","B","B",150,"304L          ",22,"0.16","48","0","f82239e2a5a1eba2681fb791911de616","0.158","0.172","48.0625","10000","36000","20670","1A","C","1438","FP45","MANDREL MARKS                                     ","1438",8,"Operation Defect                                  ",1438,"F026","Line 4310                                         ","1438","CM ","C05","Mandrel Marks            ","0","1438","0","0",4310,"     "
3976,72823,1,"X","T","03AA8T ","BA    ","F","AA8T  ","C","A",101,"301",42,"0.0457","0","102","b1adcc620d13b1b09774826e53c9a2a8","0","0","0","0","0","4321","1","O","115","FJ02","SCRATCHES FROM COLD ANNEALING AND PICKLING        ","115",1,"Defect Not Seen                                   ",115,"F041","Line 3330                                         ","115","CM ","D55","Scratches                ","115","0","0","0",4152,"     "
3977,72824,1,"X","T","03AA8T ","BD    ","F","AA8T  ","C","A",101,"301",42,"0.0457","0","102","b1adcc620d13b1b09774826e53c9a2a8","0","0","0","0","0","4317","1","O","115","FH50","WORK ROLL STOP FROM Z.M.                          ","115",8,"Operation Defect                                  ",115,"F023","Line 3610                                         ","115","CM ","D10","Roll Mark                ","115","0","0","0",4152,"     "
3978,72825,1,"F","T","03AD3A ","D     ","F","AD3A  ","B","A",101,"301",23,"0.0345","60","0","7279e8697839520844b82317c8fae6a9","0.034","0.038","60.125","14300","20000","18480","1A","C","5555","FC21","LAMINATIONS TYPE B (EDGES)                        ","5555",2,"Wrong Standard                                    ",5555,"F039","Melt Shop                                         ","5555","AC ","B85","Laminations              ","0","5555","0","0",4340,"     "
3979,72826,1,"L","T","WF94965","      ","L","Y84J  ","C","B",143,"304/304L      ",4,"0.82677","0","0","5ccf3955a523c2deba0209dfe28b7be6","0.81877","0.83477","0","3500","5000","4860","1","C","1214","LB07","Out of tolerance in diameter                      ","1214",8,"Operation Defect                                  ",1214,"L011","Hot Rolling Mill                                  ","1214","   ","L94","OOT Dimensions           ","0","1214","0","0",0,"INSC1"
3980,72827,1,"F","T","01X97W ","AB    ","F","X97W  ","B","J",102,"301LN         ",72,"0.2","48.04","0","d4497bc82593e54e0c3f98bb1d8922fc","0.197","0.211","48.094","15000","30000","22920","5A","O","0","    ","                                                  ","0",999,"                                                  ",0,"    ","                                                  ","0","   ","   ","                         ","0","0","0","0",4310,"     "
3981,72828,1,"F","T","01X97W ","AA    ","F","X97W  ","B","J",102,"301LN         ",72,"0.2","48.04","0","d4497bc82593e54e0c3f98bb1d8922fc","0.197","0.211","48.094","15000","30000","25090","5A","O","0","    ","                                                  ","0",999,"                                                  ",0,"    ","                                                  ","0","   ","   ","                         ","0","0","0","0",4310,"     "
3982,72829,1,"F","T","01AA7A ","A     ","F","AA7A  ","B","F",501,"430",43,"0.0232","42.7","0","4643b6e9cf10e9d333d978c8b66dd3b7","0.0222","0.0242","42.7085","20000","24000","22830","1D","Q","22600","F909","Sticking paper                                    ","22600",8,"Operation Defect                                  ",22600,"F027","Line 4320                                         ","22600","CM ","D15","Rolled/ Sticking Paper   ","0","0","22600","0",4320,"     "
3983,72830,1,"F","T","03Y53M ","BBA   ","F","Y53M  ","B","F",500,"430",43,"0.0232","55.65","0","4643b6e9cf10e9d333d978c8b66dd3b7","0.0222","0.0242","55.66","20000","24000","20665","1C","C","8525","F947","Pits from Cold Rolling                            ","8525",8,"Operation Defect                                  ",8525,"F022","Line 3310                                         ","8525","CM ","C65","Pits                     ","0","8525","0","0",4330,"     "
3984,72831,1,"F","T","01AF0N ","A     ","F","AF0N  ","B","B",150,"304L          ",22,"0.187","60","0","ad179b72434468ffac702ff96360b0aa","0.1804","0.1944","60.125","12000","40000","14300","1A","C","1060","FJ57","LINE SCRATCHES FROM FINISH LINES                  ","1060",1,"Defect Not Seen                                   ",1060,"F026","Line 4310                                         ","1060","CM ","D55","Scratches                ","0","1060","0","0",4310,"     "
3985,72832,1,"F","T","02AF5T ","D     ","F","AF5T  ","B","C",270,"316L          ",1,"0.25","60","0","ad179b72434468ffac702ff96360b0aa","0.24","0.272","60.1875","8000","40000","16050","5A","C","1088","FC01","DIGS FROM HOT ROLLING (CONE SHAPED) W/O SCALE     ","1088",1,"Defect Not Seen                                   ",1088,"F011","Hot Mill                                          ","1088","LC ","D90","Slips/ Digs - HM         ","0","1088","0","0",4310,"     "
3986,72833,1,"F","T","01Y75C ","D     ","F","Y75C  ","B","B",150,"304L          ",32,"0.1015","60","0","d4497bc82593e54e0c3f98bb1d8922fc","0.1","0.11","60.125","10000","20000","14740","1A","C","2999","FH04","STAINS FROM GP                                    ","2999",8,"Operation Defect                                  ",2999,"F046","Line 3520                                         ","2999","CM ","F11","Stains - GP              ","0","2999","0","0",4310,"     "
3987,72834,1,"F","T","02AE4P ","B     ","F","AE4P  ","B","F",501,"430",23,"0.028","48","0","7279e8697839520844b82317c8fae6a9","0.028","0.032","48.125","8000","12000","14840","1A","C","1192","FH07","DENTS FROM SL                                     ","1192",1,"Defect Not Seen                                   ",1192,"F049","Line 4340                                         ","1192","CM ","B20","Dents                    ","0","1192","0","0",4340,"     "
3988,72835,1,"F","T","02AE4P ","A     ","F","AE4P  ","B","F",501,"430",23,"0.028","48","0","7279e8697839520844b82317c8fae6a9","0.028","0.032","48.125","8000","12000","14810","1A","C","1378","FH07","DENTS FROM SL                                     ","1378",1,"Defect Not Seen                                   ",1378,"F049","Line 4340                                         ","1378","CM ","B20","Dents                    ","0","1378","0","0",4340,"     "
3989,72836,1,"F","T","01AB3A ","A     ","F","AB3A  ","B","B",120,"304",22,"0.0345","36","0","cf8c4626470b29ef75c6f94ccdf21bb0","0.034","0.038","36.0625","15000","20000","17555","1A","C","207","FP45","MANDREL MARKS                                     ","207",8,"Operation Defect                                  ",207,"F047","Line 4330                                         ","207","CM ","C05","Mandrel Marks            ","0","207","0","0",4330,"     "
3990,72837,1,"F","T","04X47R ","A     ","F","X47R  ","B","N",808,"409-20        ",1,"0.137","60","0","66db05946912d56ad461e4edc509574f","0.127","0.139","60.125","13000","25000","16210","1A","C","835","FC51","SLIPS/DIGS HR WITH SCALE (NO LADDER/1 OR 2 FACES) ","835",8,"Operation Defect                                  ",835,"F011","Hot Mill                                          ","835","LC ","D90","Slips/ Digs - HM         ","0","835","0","0",4310,"     "
3991,72838,1,"L","T","BN20179","      ","L","W73L  ","B","C",269,"316/316L      ",1,"4.13385","0","294","030540702c9f3bf4ed453c2b4380a015","4.13385","4.19635","6","500","5000","2323","1","C","2323","LB04","Cracks                                            ","2323",1,"Defect Not Seen                                   ",2323,"L011","Hot Rolling Mill                                  ","2323","LPH","L08","Cracks                   ","0","2323","0","0",0,"INSB1"
3992,72839,1,"F","T","02X19R ","A     ","F","X19R  ","B","O",540,"441",12,"0.039","47.147","0","3bdf0f4ec76f145721aaf316344f0c4e","0.0378","0.0418","47.1954","32000","50000","45150","1A","Q","42030","FF33","OTT THICKNESS (SHEET AND COIL)                    ","42030",8,"Operation Defect                                  ",42030,"F042","Line 3630                                         ","42030","CM ","C20","OOT Gauge-CR             ","42030","0","0","0",4320,"     "
3993,72840,1,"F","T","02AD2M ","C     ","F","AD2M  ","B","E",601,"201",43,"0.0345","60","0","679e19234b295ee432a3920c30fda6ac","0.0335","0.0375","60.125","10000","19999","13590","1A","C","2800","FH04","STAINS FROM GP                                    ","2800",2,"Wrong Standard                                    ",2800,"F046","Line 3520                                         ","2800","CM ","F11","Stains - GP              ","2800","0","0","0",4320,"     "
3994,72841,1,"F","T","03AB3A ","AA    ","F","AB3A  ","B","B",120,"304",71,"0.018","31","0","679e19234b295ee432a3920c30fda6ac","0.017","0.019","31.031","10000","19999","18470","1A","C","604","FM48","ROLLED RUBBER FROM HOT AND/OR COLD AP             ","604",52,"System Missed / Inspection Missed                 ",604,"F043","Line 3340                                         ","604","CM ","D25","Rolled Rubber            ","604","0","0","0",4320,"     "
3995,72842,1,"F","C","03AF6K ","B     ","F","AF6K  ","B","B",120,"304",71,"0.049","49","0","b8e9acebf18ada68b0776739b29c12c0","0.048","0.051","44","23500","44079","24800","1A","Q","2774","F956","Incorrect Width Shipped                           ","2774",5,"Planning Error                                    ",2774,"F005","Planning Error                                    ","2774","VAR","B70","Order Match Error        ","0","2774","0","0",4340,"     "
3996,72843,1,"F","C","03AF6K ","C     ","F","AF6K  ","B","B",120,"304",71,"0.049","49","0","b8e9acebf18ada68b0776739b29c12c0","0.048","0.051","44","23500","44079","23150","1A","Q","2537","F956","Incorrect Width Shipped                           ","2537",5,"Planning Error                                    ",2537,"F005","Planning Error                                    ","2537","VAR","B70","Order Match Error        ","0","2537","0","0",4340,"     "
3997,72844,1,"F","T","04AE9W ","C     ","F","AE9W  ","B","E",611,"201",22,"0.182","60","0","ad179b72434468ffac702ff96360b0aa","0.18","0.194","60.125","10000","36000","14810","1A","C","827","FH50","WORK ROLL STOP FROM Z.M.                          ","827",1,"Defect Not Seen                                   ",827,"F024","Line 3620                                         ","827","CM ","D10","Roll Mark                ","0","827","0","0",4310,"     "
3998,72845,1,"L","C","BN78005","      ","L","AF1R  ","B","B",143,"304/304L      ",11,"3.125","0","144","b094d14e18ad93d20ecaeeb00a37124c","3.122","3.128","2","1000","1400","1328","1","C","1328","LA50","Incorrect Order Info                              ","1328",1,"Defect Not Seen                                   ",1328,"L006","Customer Service Error                            ","1328","COM","L01","Order Entry Error-Sales  ","1328","0","0","0",0,"INSB1"
3999,72846,1,"F","T","02Y84R ","BA    ","F","Y84R  ","B","E",601,"201",43,"0.0345","32.5","0","679e19234b295ee432a3920c30fda6ac","0.0335","0.0375","32.503","10000","19999","15630","1A","C","8420","FJ49","WORK ROLL MARK FROM SKP DEBRIS SKP #2 (108)      ","8420",2,"Wrong Standard                                    ",8420,"F036","Line 4120                                         ","8420","CM ","D80","SKP Roll Mark -SKP2      ","8420","0","0","0",4320,"     "
4000,72847,1,"F","T","02AE9X ","A     ","F","AE9X  ","B","E",601,"201",43,"0.0345","60","0","679e19234b295ee432a3920c30fda6ac","0.0335","0.0375","60.125","10000","19999","12280","1D","C","7140","FH04","STAINS FROM GP                                    ","7140",8,"Operation Defect                                  ",7140,"F046","Line 3520                                         ","7140","CM ","F11","Stains - GP              ","7140","0","0","0",4330,"     "
