"DefectCodeId","DefectCode","Description","DefectGroup","ShortDescription","DefectOrigin","DefectStrLine","DefectEndLine"
861,"COG       ","Cognex Alarm",NULL,NULL,"SKP  ",4120,4120
862,"017       ","NO DEFECT SEEN AT NAS - BOTTOM SIDE DEFECT","G99            ","Bottom Side Defect","QA   ",0,0
863,"L56       ","Poor Shot blast pattern (from AP2 only)",NULL,NULL,"RF   ",3320,3320
864,"L42       ","ROLL MARK FROM HAP ENTRY (62)",NULL,NULL,"RC   ",3340,3340
865,"ILC       ","Inspection Leader Check",NULL,NULL,"QA   ",0,0
866,"G99       ","Billet - Hold For Mag Particle Testing",NULL,NULL,"AC   ",1320,1320
868,"J04       ","COOLING RANDOM MARK / FISSURE (SNAKE BELLY)",NULL,NULL,"RF   ",3310,3310
869,"C64       ","Burrs from Plasma - PMP only",NULL,NULL,"LC   ",2750,2750
871,"V44       ","2 Tone Stripe - Wide - Consistent Across Width",NULL,NULL,"VAR  ",0,0
872,"H30       ","Pits from GP - belt break-in",NULL,NULL,"GP   ",3510,3520
873,"H31       ","Roll Mark from GP   (specify pitch)",NULL,NULL,"GP   ",3510,3520
874,"MIX       ","Steel Grade Mix",NULL,NULL,"LC   ",0,0
875,"D42       ","Rolled in Marks / Debris from scalebreaker AP4",NULL,NULL,"RC   ",3340,3340
877,"048       ","DEFECT FROM LINE 4340",NULL,NULL,"SL   ",4340,4340
878,"209       ","ROUTING TO GRD (PMP Grind)",NULL,NULL,"AC   ",1310,1320
879,"Q99       ","Last of Tundish Billet",NULL,NULL,"AC   ",0,0
880,"Q11       ","First of Tundish Billet",NULL,NULL,"AC   ",0,0
881,"705       ","Bypass SKP2 - (Excess program or Trial)",NULL,NULL,"QA   ",0,0
882,"MIS       ","Missing Plate Gun Reading",NULL,NULL,"LC   ",0,0
883,"I52       ","ROLLMARK/DENT ZM FLAT ROLL(39 Z1/2/5 56 Z3/4/6)",NULL,NULL,"ZM   ",3610,3660
884,"B58       ","Burrs from Shear - PMP only",NULL,NULL,"LC   ",2760,2760
885,"099       ","Downgrade Writeoff from previous year",NULL,NULL,"VAR  ",0,0
886,"BAL       ","Potential Line Issue Coil",NULL,NULL,"VAR  ",0,0
887,"ZM6       ","ZM6 Line Scrap/Transitions",NULL,NULL,"VAR  ",0,0
888,"B35       ","DIFFERENCE IN DIAGONALS -- PLATE SHOP only",NULL,NULL,"LC   ",0,0
890,"K59       ","BA SKP WEAR PATTERN - STREAKS",NULL,NULL,"RF   ",3410,3410
891,"K46       ","BA FURNACE ROLL STAIN/MARK   GRAPHITE ROLL",NULL,NULL,"RF   ",3410,3410
892,"K48       ","BA WORK ROLL MARKS, SKP      (54)","G70            ","Rolled Paper","RF   ",3410,3410
893,"K49       ","BA SKP DEBRIS MARKS",NULL,NULL,"RF   ",3410,3410
894,"M49       ","RUBBER / ROLLED RUBBER FROM ZM",NULL,NULL,"ZM   ",3610,3660
895,"D30       ","HR surface - Roughness/Uniformity   A",NULL,NULL,"LC   ",3310,3410
896,"D31       ","HR surface - Roughness/Uniformity   B",NULL,NULL,"LC   ",3310,3410
897,"D32       ","HR surface - Roughness/Uniformity   C",NULL,NULL,"LC   ",3310,3410
898,"D38       ","HM WR Grind Advancement Lines (narrow/angled)",NULL,NULL,"LC   ",3310,3410
902,"N33       ","BA Uniformity   :  Difference in Width",NULL,NULL,"RF   ",3410,3410
903,"REJ       ","Planning Reject Tracking",NULL,NULL,"VAR  ",0,0
904,"L54       ","ROLL MARK/SCALE BREAKER AP4 (Random pitch)",NULL,NULL,"RC   ",3340,3340
905,"K60       ","Belt Wrap Creases from BA line",NULL,NULL,"RF   ",3410,3410
906,"V45       ","2 Tone Stripe - Thin or Wide - Random Across Width",NULL,NULL,"ZM   ",0,0
908,"J10       ","CRACKED EDGES from COLD Rolling",NULL,NULL,"ZM   ",3610,3660
909,"W00       ","Grinding Wheel Change Mid-Face",NULL,NULL,"LC   ",1510,1530
910,"BAD       ","HOLD FOR QC REVIEW (DAMAGED COILS) For IL use only",NULL,NULL,"VAR  ",0,0
911,"R41       ","ROF-BRIGHT FINISH {HIGH GLOSS READING} GLOSS >150",NULL,NULL,"SKP  ",3410,3410
912,"325       ","BROKEN BAND ZM DUE TO HOTMILL DEFECT",NULL,NULL,"LC   ",0,0
913,"326       ","BROKEN BAND ZM DUE TO MS DEFECT (LAM,INC,HOLE,ETC)",NULL,NULL,"AC   ",0,0
914,"327       ","CUTS,IRREGULAR THICKNESS,REMNC DUE TO MS CHEMISTRY",NULL,NULL,"AC   ",0,0
915,"K65       ","BA SKP BRUSH PATTERN",NULL,NULL,"RF   ",3410,3410
916,"G44       ","Stains from CB Line",NULL,NULL,"VAR  ",3110,3110
917,"G45       ","Roll Marks from CB Line",NULL,NULL,"VAR  ",3110,3110
918,"G51       ","Digs/Slips from CB Line",NULL,NULL,"RC   ",3110,3110
919,"G57       ","Scratches from CB Line",NULL,NULL,"RC   ",3110,3110
920,"LBC       ","Light Booth Check",NULL,NULL,"VAR  ",0,0
921,"C37       ","HM Rolled Slip/Roll Mark - various pitch",NULL,NULL,"ACL  ",1310,2410
922,"SLB       ","SLAB SURFACE CHECK",NULL,NULL,"MS   ",0,0
923,"TRN       ","SLAB TREND SCAN",NULL,NULL,"MS   ",0,0
924,"HNT       ","Head and Tail scrap - DFS use only",NULL,NULL,"QA   ",0,0
925,"K01       ","STAINS FROM PLASTIC INSERT",NULL,NULL,"VAR  ",3310,3320
926,"L99       ","Incomplete Heat at Last Sequence",NULL,NULL,"AC   ",1320,8010
927,"D55       ","High Remanence / Poor Annealing - Hot Mill Source",NULL,NULL,"LC   ",2410,2410
928,"S32       ","Out of Tolerance in Width after final trim",NULL,NULL,"VAR  ",0,0
929,"PTC       ","PARSYTEC CHECK REQUIRED - SUSPECT COIL",NULL,NULL,"VAR  ",1310,9999
930,"E10       ","CROWN FROM HOT ROLLING",NULL,NULL,"LC   ",2410,2410
931,"MBO       ","Missed by Operations Inspector",NULL,NULL,"VAR  ",500,9999
932,"MBI       ","Missed by Inspector",NULL,NULL,"QA   ",0,0
933,"K64       ","CHATTER FROM SKP(ROLL GRINDING) ON ROF",NULL,NULL,"RF   ",3410,3410
934,"BAQ       ","BA Appliance - Hold for QC Review",NULL,NULL,"SL   ",4320,4340
935,"W50       ","WELD FROM PREVIOUS COIL",NULL,NULL,"VAR  ",3110,3410
936,"049       ","DEFECT FROM LINE 4350",NULL,NULL,"SL   ",4350,4350
937,"089       ","Low Utility Material",NULL,NULL,"VAR  ",0,0
938,"C19       ","LAMINATIONS - Point to Point",NULL,NULL,"AC   ",1310,1310
939,"PAP       ","PAPER ISSUE - INCOMING FROM CAP (TRACKING ONLY)",NULL,NULL,"RF   ",0,0
940,"019       ","Defect from 3410",NULL,NULL,"RF   ",3410,3410
941,"D52       ","ROLL MARK / SCUFF TYPE  HR TABLE ROLLS  INT FACE",NULL,NULL,"LC   ",2410,2410
